变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
488,15,2,1,12,49,1.1123168125,1.0949219749999999,1.1123168125,1.0949219749999999,负
746,9,2,3,4,33,0.8696821625,1.0249578750000006,1.0249578750000006,0.8696821625,胜
399,0,0,0,0,0,0.02030287500000001,0.02030287500000001,0.8731194875000006,0.02030287500000001,平
850,9,1,1,7,66,1.1295833374999997,1.1462565250000003,1.1462565250000003,1.1295833374999997,胜
937,6,3,1,2,4,0.30460175,0.9924776375000002,0.9924776375000002,0.30460175,胜
158,19,2,2,15,43,1.187936775,1.2062563500000003,1.187936775,1.2062563500000003,胜
473,13,2,1,10,48,1.072219,1.3474035,1.072219,1.3474035,胜
579,13,3,1,9,78,1.1232006625,1.7790291125000004,1.1232006625,1.7790291125000004,胜
125,16,3,1,12,83,1.1308342374999998,1.8337206874999996,1.1308342374999998,1.8337206874999996,胜
642,6,1,1,4,19,0.5389613999999998,0.5389613999999998,0.9475365749999998,0.5389613999999998,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.06108555875,1.0124463149999998,0.84896390125,1.0984287937500001,0.8472244175
策略1胜于策略2:7
策略1平于策略2:2
策略1负于策略2:1
