变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
912,4,0,1,3,4,0.30464451249999996,1.0403586875,1.0403586875,0.30464451249999996,胜
683,21,2,1,18,71,1.1834517250000003,1.7013404375000003,1.1834517250000003,1.7013404375000003,胜
901,8,0,2,6,30,0.8158031249999999,1.1515754500000002,1.1515754500000002,0.8158031249999999,胜
430,8,3,1,4,18,0.4676554499999998,0.4676554499999998,0.9900185125000005,0.4676554499999998,平
85,3,0,0,3,3,0.14521523749999993,0.14521523749999993,0.9065778874999999,0.14521523749999993,平
362,12,0,1,11,33,1.0954833125000003,1.1294069375000002,1.0954833125000003,1.1294069375000002,胜
556,6,1,1,4,16,0.4632291999999999,0.4632291999999999,1.0051467875000006,0.4632291999999999,平
130,1,0,0,1,1,0.0403543875,0.0403543875,0.8971267499999998,0.0403543875,平
711,18,3,4,11,66,1.0735981374999999,1.0735981374999999,1.0735981374999999,1.8378315374999992,平
937,0,0,0,0,0,0.011022787500000004,0.8850936,0.8850936,0.011022787500000004,胜
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.022843085,0.69165036125,0.5600457875,0.8097827524999998,0.5600457875
策略1胜于策略2:5
策略1平于策略2:5
策略1负于策略2:0
