变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
519,14,2,3,9,80,1.2032520750000004,1.5711733125,1.2032520750000004,1.5711733125,胜
725,3,1,1,1,9,0.43098951249999995,0.8422373999999998,0.8422373999999998,0.43098951249999995,胜
275,8,3,1,4,30,0.52577895,0.52577895,0.9206424375,0.52577895,平
105,5,3,1,1,15,0.4475343875,0.4475343875,1.0166987875,0.4475343875,平
393,5,0,0,5,17,0.7022984374999999,0.7022984374999999,1.04016625,0.7022984374999999,平
653,8,1,0,7,7,0.284689125,0.284689125,0.9345945499999999,0.284689125,平
135,13,2,2,9,57,1.1052444250000006,1.5578572249999998,1.1052444250000006,1.5578572249999998,胜
846,3,0,0,3,24,0.6846577250000003,0.9666579624999999,0.9666579624999999,0.6846577250000003,胜
479,15,1,1,13,62,1.2242766125,1.5121251125000001,1.2242766125,1.5121251125000001,胜
513,4,2,0,2,17,0.5327658124999998,0.5327658124999998,0.9561109875,0.5327658124999998,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.02098814875,0.82498696,0.71414870625,0.8943117724999998,0.71414870625
策略1胜于策略2:5
策略1平于策略2:5
策略1负于策略2:0
