变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
913,7,2,2,3,7,0.5350911125000002,1.1232380374999995,1.1232380374999995,0.5350911125000002,胜
596,9,4,3,2,15,0.6190983250000002,0.6190983250000002,0.9461627249999998,0.6190983250000002,平
15,0,0,0,0,0,0.02058616250000001,0.02058616250000001,0.8733813125000005,0.02058616250000001,平
67,8,0,1,7,24,0.7442566249999998,0.7442566249999998,1.0531509124999998,0.7442566249999998,平
178,6,1,0,5,14,0.4418038,0.4418038,0.9850204999999995,0.4418038,平
501,4,1,1,2,3,0.15463960000000004,0.15463960000000004,0.9253359374999999,0.15463960000000004,平
858,13,5,0,8,43,0.9411538000000004,0.9411538000000004,0.9411538000000004,1.2504330375,平
612,0,0,0,0,1,0.1078489625,0.1078489625,0.8973299624999997,0.1078489625,平
178,9,1,1,7,33,0.8100083875000003,0.8100083875000003,1.022867725,0.8100083875000003,平
639,9,1,1,7,42,0.8985434500000002,0.8985434500000002,1.0417913750000003,0.8985434500000002,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.9809432287499998,0.55823094625,0.5273030225,0.5861177150000001,0.5273030225
策略1胜于策略2:1
策略1平于策略2:9
策略1负于策略2:0
