变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
985,13,3,4,6,14,1.2737347749999999,1.2737347749999999,1.2737347749999999,0.8983135250000002,平
182,9,2,2,5,18,0.7257606000000002,0.7257606000000002,1.2114576875000003,0.7257606000000002,平
793,5,1,2,2,4,0.23955566250000015,1.0061731875000004,1.0061731875000004,0.23955566250000015,胜
422,11,3,0,8,9,0.5412226124999997,0.5412226124999997,1.0652000375,0.5412226124999997,平
898,12,4,3,5,39,1.1141505000000003,1.1141505000000003,1.1141505000000003,1.0106260999999999,平
127,5,1,1,3,4,0.17805897499999995,0.17805897499999995,0.8458992375,0.17805897499999995,平
320,5,1,2,2,24,0.6942479124999998,0.6942479124999998,1.0070391625,0.6942479124999998,平
339,11,0,1,10,63,1.4865780374999995,1.4865780374999995,1.2133072249999999,1.4865780374999995,平
473,17,3,3,11,45,1.2993726125000005,1.6052144749999997,1.2993726125000005,1.6052144749999997,胜
394,3,1,0,2,20,0.5502675125000002,0.5502675125000002,0.9583508000000001,0.5502675125000002,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.0994685225,0.7929845412499998,0.8102949199999999,0.9175408587499998,0.7350732737500001
策略1胜于策略2:2
策略1平于策略2:8
策略1负于策略2:0
