变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
985,11,0,1,10,42,1.0070177375000002,1.3119563625000001,1.3119563625000001,1.0070177375000002,胜
870,2,0,0,2,6,0.21570319999999993,0.9892648125000004,0.9892648125000004,0.21570319999999993,胜
445,3,0,0,3,3,0.2197659125,0.2197659125,1.0410163125,0.2197659125,平
277,4,1,1,2,4,0.22484427500000007,0.22484427500000007,1.0596887499999998,0.22484427500000007,平
360,19,6,1,12,46,1.1038011874999998,1.252811875,1.1038011874999998,1.252811875,胜
390,14,4,1,9,33,1.1221154999999998,0.913896125,1.1221154999999998,0.913896125,负
706,7,2,3,2,52,1.2772522499999999,1.0961033875000001,1.0961033875000001,1.2772522499999999,负
230,11,3,1,7,16,0.8215176374999998,0.8215176374999998,1.134603,0.8215176374999998,平
516,7,2,1,4,6,0.48923595000000014,0.48923595000000014,1.2766909125,0.48923595000000014,平
222,13,2,1,10,34,1.2196098999999996,1.32240715,1.2196098999999996,1.32240715,胜
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.1354850124999998,0.77444521125,0.7700863549999999,0.86418034875,0.73114953125
策略1胜于策略2:4
策略1平于策略2:4
策略1负于策略2:2
