变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
918,13,3,2,8,85,1.2926317250000003,1.2926317250000003,1.2926317250000003,2.124974325,平
274,2,0,0,2,2,0.11483035,0.11483035,0.9598208875,0.11483035,平
24,20,2,3,15,46,1.205144375,1.4659544624999996,1.205144375,1.4659544624999996,胜
819,10,1,0,9,21,1.034681675,1.1726374375000002,1.1726374375000002,1.034681675,胜
839,10,4,1,5,49,1.6669678,1.1706381124999996,1.1706381124999996,1.6669678,负
828,6,1,1,4,5,0.3833596125,1.1479457875000003,1.1479457875000003,0.3833596125,胜
10,6,1,1,4,44,0.8803734374999996,0.8803734374999996,1.0199275999999997,0.8803734374999996,平
554,5,1,0,4,31,0.6781680249999998,0.6781680249999998,1.0009664500000002,0.6781680249999998,平
537,2,0,0,2,2,0.18191856249999996,0.18191856249999996,1.0163299625,0.18191856249999996,平
835,11,2,1,8,21,0.7467905000000001,1.1043946000000004,1.1043946000000004,0.7467905000000001,胜
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.1090436937500003,0.9278018749999999,0.8184866062499999,0.9209492499999999,0.7688536374999999
策略1胜于策略2:4
策略1平于策略2:5
策略1负于策略2:1
