变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
224,18,3,1,14,42,1.0766559,1.1119319500000002,1.0766559,1.1119319500000002,胜
328,12,4,3,5,31,1.1735675375000008,0.9673101,1.1735675375000008,0.9673101,负
549,5,1,0,4,8,0.20928302500000004,0.20928302500000004,0.8854518125000004,0.20928302500000004,平
435,7,1,1,5,14,0.48345725,0.48345725,0.958543175,0.48345725,平
12,0,0,0,0,0,0.020094350000000004,0.020094350000000004,0.8627540250000001,0.020094350000000004,平
851,1,0,0,1,1,0.12551635,0.9329588375000004,0.9329588375000004,0.12551635,胜
865,6,0,2,4,6,0.4135893750000001,1.0461748500000003,1.0461748500000003,0.4135893750000001,胜
790,6,2,0,4,5,0.2542241624999999,0.8542010874999997,0.8542010874999997,0.2542241624999999,胜
518,8,0,3,5,37,1.1216343875000003,1.1216343875000003,1.040230475,1.1216343875000003,平
126,8,1,1,6,20,0.6607304499999999,0.6607304499999999,1.0731330749999997,0.6607304499999999,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.9903670775,0.53677714,0.5538752787500001,0.7407776287500002,0.52510914375
策略1胜于策略2:4
策略1平于策略2:5
策略1负于策略2:1
