变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
899,8,1,0,7,61,1.2548005,1.0703800625000004,1.0703800625000004,1.2548005,负
892,3,1,0,2,35,0.6424054375000001,0.9693093749999999,0.9693093749999999,0.6424054375000001,胜
892,10,4,2,4,10,0.56597305,1.0759020874999998,1.0759020874999998,0.56597305,胜
151,16,3,1,12,101,1.1198221499999996,2.1064303250000007,1.1198221499999996,2.1064303250000007,胜
945,10,2,0,8,47,1.212820825,1.0547011499999999,1.0547011499999999,1.212820825,负
275,12,3,3,6,43,1.2293550125000001,1.4808636499999996,1.2293550125000001,1.4808636499999996,胜
318,9,1,2,6,8,0.48639202500000006,0.48639202500000006,1.0802160749999998,0.48639202500000006,平
17,8,1,0,7,18,0.5724093124999997,0.5724093124999997,1.0266471750000004,0.5724093124999997,平
953,1,0,0,1,1,0.05873292500000001,0.8799243999999996,0.8799243999999996,0.05873292500000001,胜
183,13,2,2,9,52,1.1104405874999999,1.03866955,1.1104405874999999,1.03866955,负
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.0616698075,0.94194976,0.8253151825,1.07349819375,0.7838840675
策略1胜于策略2:5
策略1平于策略2:2
策略1负于策略2:3
