变化服务个数,实际需要更新的ws的个数,实际删除的个数,实际新增的个数,实际qos变化的个数,PQ队列的最大长度,策略1(11),策略2(700),重查,连续查询,结果
972,6,0,0,6,55,0.9061983250000004,0.989521375,0.989521375,0.9061983250000004,胜
136,7,3,0,4,8,0.424446325,0.424446325,1.0307845875,0.424446325,平
300,11,1,1,9,50,1.1041432750000004,1.1041432750000004,1.0578069749999999,1.1041432750000004,平
562,12,1,2,9,40,1.0883628625,1.3072895875,1.0883628625,1.3072895875,胜
534,13,2,4,7,20,1.1258306750000004,0.7225799125,1.1258306750000004,0.7225799125,负
224,9,0,2,7,56,0.8900491249999998,0.8900491249999998,1.0313459124999997,0.8900491249999998,平
41,17,4,1,12,28,1.0950824750000003,1.1031276749999999,1.0950824750000003,1.1031276749999999,胜
745,7,2,2,3,52,1.2310014500000004,1.0387764375,1.0387764375,1.2310014500000004,负
607,3,0,0,3,4,0.2047712874999999,0.2047712874999999,0.9739441124999997,0.2047712874999999,平
217,12,2,1,9,25,1.1882895750000002,0.7950244874999999,1.1882895750000002,0.7950244874999999,负
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
1.0619744987500002,0.868863145,0.9258175375000004,0.85797294875,0.82230982125
策略1胜于策略2:3
策略1平于策略2:4
策略1负于策略2:3
