qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
491,7,13,0.18214287499999995,0.18214287499999995,0.5812233375,0.18214287499999995,平
354,8,37,0.5942666374999999,0.5942666374999999,0.5870607750000002,0.5942666374999999,平
493,8,36,0.34442646250000003,0.34442646250000003,0.5858526375000002,0.34442646250000003,平
465,9,36,0.30769642499999994,0.30769642499999994,0.5684685499999997,0.30769642499999994,平
866,14,71,0.5750544375,0.5750544375,0.5750544375,1.2422839749999999,平
111,2,2,0.022328862499999998,0.022328862499999998,0.5892042999999999,0.022328862499999998,平
700,11,26,0.573375725,0.573375725,0.573375725,0.31217602499999997,平
230,2,2,0.06945618749999999,0.06945618749999999,0.598922875,0.06945618749999999,平
513,4,25,0.4813074874999999,0.5900062875000001,0.5900062875000001,0.4813074874999999,胜
870,19,27,0.5709382249999998,0.5709382249999998,0.5709382249999998,0.4629451875,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.5820107149999999,0.40190301250000005,0.37209933250000005,0.38296921250000004,0.3344594725
策略1胜于策略2:1
策略1平于策略2:9
策略1负于策略2:0
