第1组
serv464805793,351.0
serv1223644762,468.0
serv1499735188,200.0

第2组
serv185438317,453.0
serv1070647773,90.0
serv253232044,56.0
serv1046273922,125.0
serv1504650744,467.0
serv1015348063,212.0
serv1086418840,297.0
serv1360870722,130.0
serv532599482,98.0
serv1020263657,329.0
serv949192880,223.0
serv2040036168,499.0
serv2122986741,333.0

第3组
serv463167249,378.0
serv668186898,432.0
serv1293691178,501.0
serv1084780296,250.0
serv1155851073,75.0
serv1154212529,429.0
serv1709670393,22.0
serv1643515210,458.0
serv950831424,202.0
serv1777464120,426.0
serv254870550,129.0
serv1457337543,183.0
serv185438317,430.0
serv2058470102,186.0
serv535876532,265.0
serv744173231,517.0

第4组
serv1643515210,456.0
serv1015348063,179.0
serv1846896353,314.0
serv1102597955,423.0
serv1293076995,205.0
serv2129540841,164.0
serv1020263657,350.0
serv1851811909,442.0
serv49850901,303.0

第5组
serv737619131,518.0
serv1367424822,447.0
serv183799811,426.0
serv48212395,347.0
serv876483597,376.0
serv602031715,254.0
serv1569167421,482.0
serv461528743,478.0
serv1293076995,225.0
serv2129540841,178.0
serv1297992589,365.0
serv117644628,410.0
serv2060108608,52.0
serv233363609,429.0
serv2056831558,338.0
serv1919605636,217.0

第6组

第7组
serv395373560,305.0
serv1228560356,38.0
serv393528881,465.0
serv1640238160,365.0
serv1293691178,458.0
serv671463948,488.0
serv598754665,96.0
serv39813616,390.0
serv1431941461,410.0
serv258147600,291.0
serv673102492,191.0
serv49850901,318.0

第8组
serv397012066,121.0
serv1919605636,215.0
serv1851811909,478.0
serv1086418840,282.0
serv945915830,380.0
serv671463948,498.0
serv876483597,352.0
serv1293076995,218.0
serv1848534859,6.0
serv1084780296,262.0

第9组
serv1569167421,488.0
serv1293076995,195.0
serv466444299,77.0
serv876483597,372.0
serv1572444471,114.0
serv1575721521,272.0
serv1362509228,179.0
serv1919605636,206.0
serv183799811,468.0
serv1504650744,479.0
serv49850901,288.0
serv813605464,272.0

第10组
serv876483597,348.0

