qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
61,3,4,0.053830874999999986,0.053830874999999986,0.6023279875000004,0.053830874999999986,平
621,13,66,0.5934594624999999,0.5934594624999999,0.5934594624999999,0.9411467749999997,平
857,16,40,0.5784542499999998,0.5784542499999998,0.5784542499999998,0.5830087249999998,平
571,9,20,0.2191455,0.5796677749999998,0.5796677749999998,0.2191455,胜
723,16,74,0.5884934499999999,0.5884934499999999,0.5884934499999999,1.3749314125000003,平
59,0,0,0.001229475000000002,0.001229475000000002,0.6004837500000002,0.001229475000000002,平
342,12,41,0.690077075,0.5479679000000003,0.690077075,0.5479679000000003,负
540,10,57,1.0327554250000002,0.639843825,0.639843825,1.0327554250000002,负
736,12,50,0.5795180500000005,0.5795180500000005,0.5795180500000005,0.7604954625000002,平
148,1,1,0.017287899999999985,0.017287899999999985,0.5929516499999999,0.017287899999999985,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.6045277275000001,0.553179945,0.4354251462500002,0.41797529625,0.38192306875000004
策略1胜于策略2:1
策略1平于策略2:7
策略1负于策略2:2
