qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
119,1,5,0.04343893750000001,0.04343893750000001,0.7330882875000001,0.04343893750000001,平
460,11,32,0.6611623750000001,0.6997633625000004,0.6611623750000001,0.6997633625000004,胜
843,14,70,0.6168307125000003,0.6168307125000003,0.6168307125000003,1.2331429250000006,平
39,2,2,0.031501949999999994,0.031501949999999994,0.6387693374999999,0.031501949999999994,平
75,2,2,0.053574249999999976,0.053574249999999976,0.6796155250000001,0.053574249999999976,平
750,14,20,0.6298956375000003,0.6298956375000003,0.6298956375000003,0.27654722499999995,平
997,21,82,0.5879374874999999,0.5879374874999999,0.5879374874999999,1.4797062750000003,平
839,14,63,0.7686635749999999,0.7686635749999999,0.7686635749999999,0.7803974000000001,平
267,3,30,0.29738993750000003,0.29738993750000003,0.5999972750000001,0.29738993750000003,平
636,18,80,0.6007029375,0.6007029375,0.6007029375,1.1432075125,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.651666315,0.6038669775000002,0.4291097800000001,0.4329698787500001,0.39377493874999997
策略1胜于策略2:1
策略1平于策略2:9
策略1负于策略2:0
