qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
747,15,87,0.583318725,0.583318725,0.583318725,1.5519583625,平
545,6,35,0.5728412875,0.7483020499999998,0.7483020499999998,0.5728412875,胜
82,4,20,0.17458943750000006,0.17458943750000006,0.7317143750000001,0.17458943750000006,平
227,4,49,0.8030255625000002,0.8030255625000002,0.6036108375000003,0.8030255625000002,平
540,9,24,0.532203525,0.8118031374999999,0.8118031374999999,0.532203525,胜
283,10,58,1.2105094124999998,1.2105094124999998,0.6161946875,1.2105094124999998,平
453,9,25,0.4573964000000001,0.4573964000000001,0.657976275,0.4573964000000001,平
638,10,75,1.3576380874999994,0.6468306500000002,0.6468306500000002,1.3576380874999994,负
347,11,95,0.7213170375000002,1.3394521499999994,0.7213170375000002,1.3394521499999994,胜
729,15,17,0.6820531875000001,0.6820531875000001,0.6820531875000001,0.39223272500000017,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.6803120962500001,0.8391846949999998,0.7094892662500001,0.7457280712500001,0.5300535312500002
策略1胜于策略2:3
策略1平于策略2:6
策略1负于策略2:1
