qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
378,6,56,1.014264825,1.014264825,0.6690953500000002,1.014264825,平
483,12,53,0.6345409250000001,0.8853700999999999,0.6345409250000001,0.8853700999999999,胜
943,25,99,0.6212249000000001,0.6212249000000001,0.6212249000000001,1.4825555749999992,平
718,13,57,0.6051879000000003,0.6051879000000003,0.6051879000000003,0.8150639999999999,平
389,3,3,0.04336406250000001,0.04336406250000001,0.6238228124999999,0.04336406250000001,平
98,4,33,0.29333259999999994,0.29333259999999994,0.6667913625,0.29333259999999994,平
765,19,114,0.6196050999999999,0.6196050999999999,0.6196050999999999,1.7289211874999997,平
404,5,53,0.6107420125,0.6107420125,0.6448848125000003,0.6107420125,平
474,11,56,0.6294732375000003,0.7416626375000003,0.6294732375000003,0.7416626375000003,胜
67,0,0,0.001411287500000001,0.001411287500000001,0.6405333874999999,0.001411287500000001,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.6355159787500001,0.7616688287499999,0.507314685,0.5436165425,0.4727977375
策略1胜于策略2:2
策略1平于策略2:8
策略1负于策略2:0
