qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
366,8,43,0.44331590000000015,0.44331590000000015,0.589461025,0.44331590000000015,平
156,1,11,0.1282691875,0.1282691875,0.5938710874999998,0.1282691875,平
549,10,20,0.23643331250000005,0.5765459625,0.5765459625,0.23643331250000005,胜
429,9,51,0.9559436500000006,0.9559436500000006,0.5929303250000001,0.9559436500000006,平
630,16,54,0.5749475000000002,0.5749475000000002,0.5749475000000002,1.1049272125,平
949,18,81,0.5768290750000002,0.5768290750000002,0.5768290750000002,1.4462317999999998,平
76,0,0,0.0015074500000000015,0.0015074500000000015,0.6029213750000002,0.0015074500000000015,平
463,10,33,0.35884899999999986,0.35884899999999986,0.6271211875000002,0.35884899999999986,平
175,6,22,0.20758278749999995,0.20758278749999995,0.5777753499999998,0.20758278749999995,平
135,3,16,0.1560988375,0.1560988375,0.5868415749999999,0.1560988375,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.5899244462500001,0.50391591375,0.3639776700000001,0.3979889350000001,0.3276763375
策略1胜于策略2:1
策略1平于策略2:9
策略1负于策略2:0
