第1组
serv1084780296,216.0
serv254870550,113.0
serv322664277,142.0
serv2060108608,83.0
serv1779102626,414.0
serv598754665,58.0
serv879760647,47.0
serv1917967092,477.0

第2组
serv1070647773,92.0
serv673102492,174.0
serv1435218511,104.0
serv1643515210,465.0
serv2127902335,4.0
serv947554374,103.0
serv188715367,222.0
serv1846896353,348.0
serv1990676375,236.0
serv187076861,294.0
serv1575721521,290.0

第3组
serv325941327,432.0
serv1016986607,254.0

第4组
serv1367424822,488.0
serv1157489579,446.0
serv605308765,290.0
serv1159128123,245.0
serv120921678,263.0
serv130956833,275.0
serv2055193052,327.0
serv117644628,408.0
serv324302783,438.0
serv945915830,341.0
serv1015348063,220.0
serv51489445,29.0
serv1431941461,432.0
serv1711308937,376.0
serv327579833,398.0

第5组
serv1293076995,230.0
serv1780741170,378.0
serv1782379676,156.0
serv600393209,448.0
serv1297992589,339.0
serv46573851,438.0

第6组
serv44935345,105.0
serv2056831558,328.0
serv1711308937,338.0
serv1506289288,201.0
serv950831424,181.0
serv1985760819,197.0
serv2055193052,361.0
serv154306361,8.0

第7组
serv1503012238,122.0
serv327579833,436.0
serv2129540841,176.0
serv114367578,478.0
serv1850173403,23.0
serv1433580005,446.0
serv1985760819,178.0
serv39813616,387.0
serv1223644762,485.0
serv1457337543,198.0
serv1779102626,391.0
serv1102597955,423.0

第8组
serv1782379676,136.0
serv1223644762,470.0
serv1850173403,4.0
serv1084780296,224.0
serv602031715,257.0
serv1777464120,397.0
serv949192880,196.0
serv395373560,302.0
serv742534725,150.0
serv119283134,13.0
serv1155851073,60.0

第9组
serv600393209,491.0
serv1569167421,474.0
serv1574082977,192.0
serv1430302955,196.0
serv1433580005,459.0
serv1917967092,433.0
serv1711308937,349.0

第10组
serv532599482,106.0
serv1708031887,36.0
serv1293076995,206.0
serv1089695890,221.0
serv1086418840,291.0
serv1084780296,260.0
serv393528881,457.0
serv1850173403,25.0
serv325941327,428.0
serv1935170568,96.0

