qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
833,10,47,0.5821854874999999,0.5932351124999999,0.5932351124999999,0.5821854874999999,胜
814,14,41,0.5755088,0.5755088,0.5755088,0.6429710999999998,平
831,15,70,0.6383737125000001,0.6383737125000001,0.6383737125000001,1.2567227374999999,平
414,9,55,0.7162226875000003,0.7162226875000003,0.5925293875000001,0.7162226875000003,平
855,15,75,0.6037659625,0.6037659625,0.6037659625,1.1443782375,平
172,2,6,0.17929350000000005,0.17929350000000005,0.6067755375,0.17929350000000005,平
824,17,68,0.5904980249999999,0.5904980249999999,0.5904980249999999,0.962957175,平
315,7,63,0.7759657875,0.7759657875,0.5806673125000001,0.7759657875,平
388,8,38,0.41083028750000006,0.41083028750000006,0.5872050750000001,0.41083028750000006,平
791,15,54,0.5762838875000001,0.5762838875000001,0.5762838875000001,0.76812905,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.59448428125,0.7439656049999999,0.56489281375,0.5659977762499999,0.5329936362499998
策略1胜于策略2:1
策略1平于策略2:9
策略1负于策略2:0
