qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
30,2,15,0.44342273750000016,0.44342273750000016,0.57890855,0.44342273750000016,平
767,12,60,0.5713392125000001,0.5713392125000001,0.5713392125000001,0.9584507249999996,平
495,11,26,0.5829927375000002,0.6089031874999999,0.5829927375000002,0.6089031874999999,胜
513,6,22,0.5766581250000001,0.5730764624999999,0.5730764624999999,0.5766581250000001,负
955,17,77,0.5705962124999998,0.5705962124999998,0.5705962124999998,1.2724870625000004,平
143,3,8,0.06949897500000005,0.06949897500000005,0.5869966750000002,0.06949897500000005,平
695,13,90,0.5647105375,0.5647105375,0.5647105375,1.3882260499999999,平
719,12,39,0.7189007624999999,0.7189007624999999,0.7189007624999999,0.4356769625000001,平
203,3,15,0.28616402500000004,0.28616402500000004,0.5863764500000003,0.28616402500000004,平
226,3,3,0.07805210000000004,0.07805210000000004,0.5820625875,0.07805210000000004,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.59159601875,0.611753995,0.4462335425,0.4484664212499999,0.4175529962500001
策略1胜于策略2:1
策略1平于策略2:8
策略1负于策略2:1
