qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
195,6,75,1.0291899,1.0291899,0.5860182875000002,1.0291899,平
738,17,46,0.6284255375000002,0.6284255375000002,0.6284255375000002,0.6388067499999999,平
947,16,69,0.5830889250000002,0.5830889250000002,0.5830889250000002,0.9378859,平
327,5,27,0.22089889999999998,0.22089889999999998,0.6570728875000003,0.22089889999999998,平
977,18,112,0.6072246250000001,0.6072246250000001,0.6072246250000001,1.5914842999999999,平
353,7,72,1.0165740375,1.0165740375,0.5887875,1.0165740375,平
799,16,59,0.6078179250000002,0.6078179250000002,0.6078179250000002,0.9149263124999996,平
943,16,75,0.6087534124999998,0.6087534124999998,0.6087534124999998,0.7059001749999997,平
992,20,79,0.7020887250000002,0.7020887250000002,0.7020887250000002,0.9695162124999996,平
210,5,17,0.3675785374999999,0.3675785374999999,0.6162000000000003,0.3675785374999999,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.6185477825000001,0.8392761024999998,0.6371640525,0.6371640525,0.5500682375000001
策略1胜于策略2:0
策略1平于策略2:10
策略1负于策略2:0
