qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
773,11,63,0.6281047875000003,0.6281047875000003,0.6281047875000003,1.4030762125000005,平
347,3,18,0.17132318749999997,0.17132318749999997,0.5923048874999999,0.17132318749999997,平
958,16,53,0.5923529499999998,0.5923529499999998,0.5923529499999998,0.5681210250000002,平
13,0,0,5.987625000000007E-4,5.987625000000007E-4,0.5859969875000002,5.987625000000007E-4,平
72,1,1,0.022462475,0.022462475,0.5796997750000001,0.022462475,平
389,8,14,0.27110538750000013,0.27110538750000013,0.5971961624999998,0.27110538750000013,平
758,21,57,0.5777593625000002,0.5777593625000002,0.5777593625000002,0.9822870374999999,平
602,12,37,0.5871249624999998,0.5871249624999998,0.5871249624999998,0.5488607124999998,平
594,9,53,0.5042403875,0.5846818374999999,0.5846818374999999,0.5042403875,胜
674,17,85,0.5817632250000002,0.5817632250000002,0.5817632250000002,1.340483925,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.59069849375,0.5812559112500001,0.39368354875,0.40172769375,0.38743393125000003
策略1胜于策略2:1
策略1平于策略2:9
策略1负于策略2:0
