第1组
serv327579833,418.0
serv258147600,275.0
serv876483597,358.0
serv1921244142,164.0
serv1433580005,416.0
serv1070647773,86.0
serv1569167421,496.0
serv1989037869,244.0
serv1020263657,345.0
serv2126263791,451.0
serv1016986607,268.0

第2组
serv673102492,221.0
serv1457337543,218.0
serv1709670393,59.0
serv1850173403,51.0
serv1506289288,172.0
serv117644628,428.0
serv324302783,429.0
serv808689908,441.0
serv1154212529,439.0
serv187076861,298.0
serv120921678,265.0
serv119283134,44.0
serv1780741170,364.0
serv669825442,301.0
serv742534725,188.0
serv116006084,459.0

第3组
serv883037697,59.0
serv947554374,102.0
serv1433580005,440.0
serv535876532,271.0
serv1360870722,125.0
serv1935170568,63.0
serv51489445,32.0
serv466444299,82.0

第4组
serv947554374,90.0
serv1850173403,12.0
serv883037697,30.0
serv1572444471,143.0
serv1431941461,389.0
serv2127902335,3.0
serv2129540841,167.0
serv116006084,437.0
serv2055193052,322.0

第5组
serv1430302955,184.0
serv1435218511,103.0
serv185438317,448.0
serv2060108608,80.0
serv1504650744,456.0
serv44935345,85.0
serv2124625285,509.0
serv1084780296,242.0
serv1782379676,157.0
serv879760647,47.0
serv602031715,298.0
serv1223644762,463.0

第6组
serv1989037869,267.0
serv1708031887,33.0
serv603670259,88.0
serv1297992589,335.0
serv1296354045,134.0
serv1709670393,66.0
serv395373560,326.0
serv154306361,4.0
serv1365786278,363.0
serv602031715,314.0
serv950831424,171.0
serv822616296,416.0
serv325941327,404.0
serv2053554508,197.0
serv534238026,111.0
serv879760647,65.0
serv1291438489,304.0
serv49850901,276.0

第7组
serv1046273922,126.0
serv534238026,131.0
serv668186898,438.0
serv1641876704,368.0
serv1916328586,53.0
serv1015348063,219.0
serv254870550,122.0
serv1228560356,43.0
serv2056831558,333.0
serv1070647773,109.0
serv116006084,444.0
serv2126263791,446.0
serv671463948,471.0
serv949192880,195.0

第8组
serv1780741170,368.0
serv1431941461,392.0
serv116006084,433.0
serv397012066,132.0
serv183799811,449.0
serv1102597955,436.0
serv1850173403,43.0
serv1225283306,472.0
serv1155851073,95.0
serv883037697,39.0
serv598754665,44.0
serv461528743,426.0
serv1159128123,242.0
serv600393209,457.0
serv950831424,167.0
serv1640238160,377.0
serv1228560356,51.0
serv392096510,257.0
serv876483597,392.0
serv949192880,171.0

第9组
serv466444299,56.0
serv1431941461,412.0
serv1223644762,480.0
serv1291438489,285.0
serv822616296,432.0
serv187076861,303.0
serv1782379676,137.0
serv2126263791,483.0
serv947554374,95.0
serv1506289288,176.0
serv120921678,239.0
serv602031715,256.0
serv233363609,395.0
serv603670259,88.0

第10组
serv1850173403,13.0
serv1362509228,181.0
serv532599482,91.0
serv2122986741,293.0
serv1846896353,320.0

