qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
878,17,91,0.6480600624999997,0.6480600624999997,0.6480600624999997,1.3656245375,平
362,3,3,0.06236252500000002,0.06236252500000002,0.6112765249999998,0.06236252500000002,平
452,12,53,0.5891295875,0.8338273625000001,0.5891295875,0.8338273625000001,胜
899,20,65,0.5855907625,0.5855907625,0.5855907625,1.1338953874999997,平
198,8,35,0.3857163625000001,0.3857163625000001,0.609753075,0.3857163625000001,平
820,28,104,0.5939513,0.5939513,0.5939513,1.6330360624999993,平
181,2,18,0.41140228749999996,0.41140228749999996,0.6095926875000001,0.41140228749999996,平
128,2,2,0.04148235000000001,0.04148235000000001,0.64714065,0.04148235000000001,平
658,15,80,0.6182206874999999,0.6182206874999999,0.6182206874999999,1.7779462375000001,平
707,9,10,0.13420821249999998,0.6701003125000002,0.6701003125000002,0.13420821249999998,胜
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.618281565,0.7779501324999999,0.40701241374999997,0.4850714012499999,0.40701241374999997
策略1胜于策略2:2
策略1平于策略2:8
策略1负于策略2:0
