第1组
serv325941327,416.0
serv2055193052,350.0
serv254870550,110.0
serv740896181,419.0
serv46573851,444.0
serv2060108608,69.0
serv1851811909,477.0
serv669825442,311.0

第2组
serv114367578,464.0
serv945915830,333.0
serv742534725,186.0
serv1018625113,391.0
serv602031715,248.0
serv811966958,39.0
serv668186898,475.0
serv1777464120,407.0
serv46573851,459.0
serv739257675,364.0
serv1016986607,233.0
serv2058470102,202.0
serv807051364,298.0
serv256509094,407.0

第3组
serv1779102626,378.0
serv48212395,338.0
serv1155851073,56.0
serv254870550,92.0
serv325941327,419.0
serv188715367,231.0
serv534238026,143.0
serv1987399325,124.0
serv883037697,78.0
serv51489445,43.0
serv461528743,452.0
serv1086418840,252.0
serv233363609,430.0
serv1499735188,215.0
serv1850173403,47.0
serv1089695890,239.0
serv1570805927,265.0
serv1046273922,92.0
serv1435218511,135.0

第4组
serv535876532,235.0
serv879760647,27.0
serv674740998,429.0
serv463167249,407.0
serv253232044,38.0
serv1504650744,485.0
serv2040036168,476.0
serv1225283306,526.0
serv1223644762,505.0

第5组
serv1504650744,460.0
serv395373560,350.0
serv1430302955,202.0
serv1777464120,401.0
serv1102597955,405.0

第6组
serv1572444471,112.0

第7组
serv2124625285,509.0

第8组
serv254870550,111.0
serv737619131,510.0
serv878122141,232.0
serv1917967092,449.0
serv535876532,221.0
serv1990676375,224.0
serv1919605636,203.0
serv1711308937,345.0
serv1436857055,445.0
serv1848534859,31.0
serv461528743,455.0
serv600393209,496.0
serv49850901,271.0
serv1638599654,153.0
serv1777464120,426.0
serv44935345,108.0

第9组
serv605308765,292.0
serv1919605636,209.0
serv2056831558,324.0
serv530960976,61.0
serv1711308937,317.0
serv807051364,297.0
serv1365786278,363.0
serv1084780296,211.0
serv598754665,59.0
serv1457337543,229.0

第10组
serv116006084,452.0

