qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
20,0,0,7.21637500000001E-4,7.21637500000001E-4,0.5890172250000002,7.21637500000001E-4,平
34,1,14,0.161610125,0.161610125,0.5956726375,0.161610125,平
211,1,28,0.5916366625000001,0.5916366625000001,0.5962286125,0.5916366625000001,平
834,17,64,0.6900502375,0.6900502375,0.6900502375,1.0322529500000002,平
168,3,10,0.24393336249999997,0.24393336249999997,0.6026379750000002,0.24393336249999997,平
67,2,2,0.04867753749999999,0.04867753749999999,0.6061875624999998,0.04867753749999999,平
217,5,24,0.428615425,0.428615425,0.5968646250000001,0.428615425,平
83,2,13,0.3781842250000001,0.3781842250000001,0.5911180624999999,0.3781842250000001,平
659,12,42,0.5981850500000002,0.5981850500000002,0.5981850500000002,0.6558541375000002,平
9,0,0,4.972000000000007E-4,4.972000000000007E-4,0.5888782249999999,4.972000000000007E-4,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.6054840212500001,0.35419832625000003,0.31421114625,0.31421114625,0.31421114625
策略1胜于策略2:0
策略1平于策略2:10
策略1负于策略2:0
