qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
586,11,34,0.5930372624999999,0.5930372624999999,0.5930372624999999,0.4072967499999998,平
82,1,1,0.014048425000000012,0.014048425000000012,0.6919907125,0.014048425000000012,平
239,8,44,0.9339033624999997,0.9339033624999997,0.5768559999999999,0.9339033624999997,平
742,17,64,0.5663089125,0.5663089125,0.5663089125,0.7596241749999999,平
444,8,46,0.5003113000000001,0.5003113000000001,0.572108925,0.5003113000000001,平
553,5,50,0.9612892874999994,0.5681050375000001,0.5681050375000001,0.9612892874999994,负
684,11,39,0.5787909875000001,0.5787909875000001,0.5787909875000001,0.7454419999999999,平
199,3,23,0.3188688375,0.3188688375,0.5861413249999999,0.3188688375,平
414,8,29,0.29685007499999994,0.29685007499999994,0.6317825375,0.29685007499999994,平
144,3,3,0.06436716250000002,0.06436716250000002,0.6760232875000001,0.06436716250000002,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.6041144987500001,0.5002001374999999,0.48277756125,0.44345913625,0.38918034875
策略1胜于策略2:0
策略1平于策略2:9
策略1负于策略2:1
