qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
300,10,43,0.6141739624999999,0.6141739624999999,0.5947425250000001,0.6141739624999999,平
109,2,2,0.02656256249999999,0.02656256249999999,0.5953358375,0.02656256249999999,平
277,3,6,0.06704531249999997,0.06704531249999997,0.5882368374999998,0.06704531249999997,平
112,2,12,0.0998036375,0.0998036375,0.6081173750000001,0.0998036375,平
426,8,37,0.6422440124999997,0.6422440124999997,0.6693839749999999,0.6422440124999997,平
831,15,60,0.5894128999999999,0.5894128999999999,0.5894128999999999,0.9864298874999999,平
871,15,80,0.5909149375,0.5909149375,0.5909149375,1.6059976125000002,平
947,15,29,0.6047335749999998,0.6047335749999998,0.6047335749999998,0.390495275,平
263,6,6,0.12384292500000005,0.12384292500000005,0.5930264875000002,0.12384292500000005,平
6,1,17,0.39135601250000024,0.39135601250000024,0.5959880125000001,0.39135601250000024,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.60298924625,0.49479512000000003,0.37500898375,0.37500898375,0.35164201000000006
策略1胜于策略2:0
策略1平于策略2:10
策略1负于策略2:0
