第1组
serv1293691178,488.0
serv1499735188,240.0
serv395373560,333.0
serv534238026,142.0
serv673102492,185.0
serv39813616,369.0
serv327579833,388.0
serv1433580005,429.0
serv1018625113,415.0
serv119283134,57.0
serv2122986741,302.0
serv668186898,428.0
serv737619131,464.0
serv1777464120,429.0

第2组
serv2056831558,318.0
serv807051364,262.0
serv949192880,193.0
serv1921244142,169.0
serv1430302955,193.0
serv2126263791,450.0
serv1102597955,392.0
serv1569167421,489.0
serv1070647773,112.0
serv2055193052,346.0
serv130956833,297.0
serv1159128123,247.0
serv1846896353,316.0
serv1020263657,338.0
serv1436857055,427.0
serv1297992589,364.0
serv813605464,263.0
serv1018625113,408.0

第3组
serv811966958,46.0
serv813605464,246.0
serv1086418840,262.0
serv603670259,72.0
serv2124625285,512.0
serv883037697,44.0
serv1501373694,118.0
serv674740998,378.0
serv1916328586,80.0
serv463167249,407.0
serv1154212529,440.0

第4组
serv325941327,424.0
serv114367578,482.0

第5组
serv1570805927,257.0
serv461528743,431.0
serv1088057346,226.0

第6组
serv1159128123,214.0
serv1086418840,263.0
serv2058470102,198.0
serv1088057346,232.0

第7组
serv154306361,53.0
serv1364147772,481.0
serv1640238160,403.0
serv1499735188,217.0
serv2124625285,510.0
serv669825442,299.0
serv1365786278,391.0

第8组
serv1457337543,214.0
serv324302783,398.0
serv883037697,70.0
serv1226921812,239.0
serv2129540841,202.0
serv1777464120,399.0
serv1919605636,197.0
serv1850173403,38.0
serv2040036168,484.0
serv807051364,291.0

第9组
serv2040036168,481.0
serv1917967092,433.0

第10组
serv114367578,440.0
serv737619131,472.0
serv1501373694,134.0
serv947554374,115.0
serv2053554508,164.0
serv1084780296,252.0
serv669825442,305.0
serv1848534859,49.0
serv2055193052,331.0
serv881399191,15.0
serv392096510,223.0
serv598754665,93.0
serv463167249,357.0
serv1365786278,404.0
serv1572444471,164.0
serv154306361,30.0
serv1780741170,362.0
serv1506289288,217.0
serv1921244142,156.0
serv324302783,413.0
serv1159128123,216.0
serv1367424822,490.0

