qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
644,14,58,0.5763373875000001,0.5763373875000001,0.5763373875000001,1.0654174499999998,平
324,6,56,0.6175150124999996,0.6175150124999996,0.5692222374999999,0.6175150124999996,平
763,17,62,0.5831637375000002,0.5831637375000002,0.5831637375000002,0.9934007125000003,平
647,16,57,0.5776417249999999,0.5776417249999999,0.5776417249999999,1.3172089249999996,平
788,12,27,0.5811431000000001,0.5811431000000001,0.5811431000000001,0.48999411249999997,平
170,4,5,0.09151242500000001,0.09151242500000001,0.5821802000000004,0.09151242500000001,平
937,21,64,0.5796356000000004,0.5796356000000004,0.5796356000000004,1.0758413999999998,平
776,15,80,0.5758134624999998,0.5758134624999998,0.5758134624999998,1.1725178,平
750,16,52,0.5831103750000002,0.5831103750000002,0.5831103750000002,0.8387773875000001,平
217,2,24,0.24065638749999999,0.24065638749999999,0.5735414999999998,0.24065638749999999,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.5781789325000001,0.79028416125,0.50065292125,0.50065292125,0.48670874499999994
策略1胜于策略2:0
策略1平于策略2:10
策略1负于策略2:0
