qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
557,7,33,0.34296706250000003,0.8265251375,0.8265251375,0.34296706250000003,胜
855,10,54,0.700517225,0.6718322499999998,0.6718322499999998,0.700517225,负
365,4,4,0.09344760000000003,0.09344760000000003,0.6579763499999999,0.09344760000000003,平
549,7,20,0.2169430625000001,0.6268057,0.6268057,0.2169430625000001,胜
353,4,5,0.12654793750000004,0.12654793750000004,0.7280045375,0.12654793750000004,平
706,16,75,0.5764228750000001,0.5764228750000001,0.5764228750000001,1.089740225,平
644,13,60,0.6259504375000005,0.6259504375000005,0.6259504375000005,0.8047736000000001,平
975,21,106,0.5736804749999997,0.5736804749999997,0.5736804749999997,1.4580724625,平
121,3,34,0.6657595875,0.6657595875,0.57443425,0.6657595875,平
334,8,43,0.4216819875000001,0.4216819875000001,0.5735630000000003,0.4216819875000001,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.64351950125,0.5920450750000001,0.4343918250000002,0.52086539875,0.42239079375
策略1胜于策略2:2
策略1平于策略2:7
策略1负于策略2:1
