qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
595,12,47,0.5779249375,0.5779249375,0.5779249375,0.571264225,平
705,11,49,0.5692490250000001,0.5692490250000001,0.5692490250000001,0.7792587875000001,平
81,2,8,0.07444363749999999,0.07444363749999999,0.5945981874999999,0.07444363749999999,平
169,3,20,0.21538752499999997,0.21538752499999997,0.5801380249999999,0.21538752499999997,平
581,9,51,0.7047187749999998,0.63339155,0.63339155,0.7047187749999998,负
724,15,51,0.6339421999999999,0.6339421999999999,0.6339421999999999,0.8426583749999997,平
594,16,50,0.5750917125,0.5750917125,0.5750917125,0.6021195874999999,平
664,9,32,0.5805711749999999,0.5969129000000002,0.5969129000000002,0.5805711749999999,胜
895,14,44,0.5877129250000003,0.5877129250000003,0.5877129250000003,0.6393252999999998,平
506,9,50,0.7444317125000002,0.5814852749999998,0.5814852749999998,0.7444317125000002,负
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.5930446737499999,0.5754179099999999,0.5263473624999999,0.5045541687499999,0.502253925
策略1胜于策略2:1
策略1平于策略2:7
策略1负于策略2:2
