qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
503,6,6,0.11190081250000002,0.5861145249999999,0.5861145249999999,0.11190081250000002,胜
918,13,32,0.6078552749999999,0.6078552749999999,0.6078552749999999,0.6352358625,平
284,3,3,0.06843518750000002,0.06843518750000002,0.6170658749999999,0.06843518750000002,平
55,1,1,0.051093849999999996,0.051093849999999996,0.6041722500000002,0.051093849999999996,平
506,15,59,0.6471513750000001,0.6471513750000001,0.6471513750000001,0.9752575624999997,平
395,13,59,0.6148849999999999,0.9706976749999999,0.6148849999999999,0.9706976749999999,胜
407,4,26,0.49527569999999993,0.49527569999999993,0.6388121250000001,0.49527569999999993,平
817,15,61,0.70280505,0.70280505,0.70280505,0.9227042249999998,平
224,2,2,0.05152685000000003,0.05152685000000003,0.61345225,0.05152685000000003,平
292,6,10,0.11442930000000007,0.11442930000000007,0.71193545,0.11442930000000007,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.6344249175000001,0.43965570249999997,0.34653584000000004,0.42953847875000006,0.34653584000000004
策略1胜于策略2:2
策略1平于策略2:8
策略1负于策略2:0
