qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
747,14,70,0.733072225,0.733072225,0.733072225,0.9590066500000001,平
697,18,78,0.8617529749999997,0.8617529749999997,0.8617529749999997,1.3107193,平
918,11,27,0.7984337374999998,0.7984337374999998,0.7984337374999998,0.6365402249999998,平
74,2,3,0.10003881249999999,0.10003881249999999,0.7774893125,0.10003881249999999,平
244,3,13,0.15533426250000001,0.15533426250000001,0.8963822875,0.15533426250000001,平
332,4,5,0.10177613750000003,0.10177613750000003,0.7459766250000001,0.10177613750000003,平
327,7,7,0.11503862499999999,0.11503862499999999,0.5766794500000001,0.11503862499999999,平
446,10,29,0.5728519999999998,0.5728519999999998,0.6272495125000002,0.5728519999999998,平
283,2,2,0.037147025000000014,0.037147025000000014,0.6654335625,0.037147025000000014,平
984,22,104,0.5801274624999999,0.5801274624999999,0.5801274624999999,1.5019389749999996,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.7262597150000001,0.5490392012499998,0.40555732624999985,0.40555732624999985,0.38936797499999987
策略1胜于策略2:0
策略1平于策略2:10
策略1负于策略2:0
