qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
403,6,36,0.5130072625,0.5130072625,0.5988425875000002,0.5130072625,平
487,15,49,0.5874082125,0.6085289500000002,0.5874082125,0.6085289500000002,胜
503,10,50,0.4996858125000001,0.6012481,0.6012481,0.4996858125000001,胜
965,10,52,0.7197454249999999,0.5893165875000002,0.5893165875000002,0.7197454249999999,负
625,9,16,0.18919380000000008,0.5927592500000001,0.5927592500000001,0.18919380000000008,胜
927,14,65,0.5867026249999998,0.5867026249999998,0.5867026249999998,0.9256657750000002,平
460,10,43,0.9559650249999999,0.9559650249999999,0.597597,0.9559650249999999,平
398,5,5,0.051013699999999995,0.051013699999999995,0.5935878250000002,0.051013699999999995,平
558,12,54,0.6497172625000001,0.6497172625000001,0.6497172625000001,0.9819128999999996,平
698,10,71,0.8383497875,0.6021515125,0.6021515125,0.8383497875,负
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.5999330962500001,0.62830684375,0.5590788912500001,0.5750410275000001,0.4865793775
策略1胜于策略2:3
策略1平于策略2:5
策略1负于策略2:2
