qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
657,11,55,0.5807742625,0.5807742625,0.5807742625,0.7368301749999999,平
441,12,29,0.5801006500000001,0.4500354499999998,0.5801006500000001,0.4500354499999998,负
475,10,20,0.3235624375,0.3235624375,0.6770763750000001,0.3235624375,平
523,10,87,1.1539523375000003,0.5748887000000001,0.5748887000000001,1.1539523375000003,负
754,21,80,0.5782992250000001,0.5782992250000001,0.5782992250000001,1.1333661624999996,平
198,1,6,0.04713808750000002,0.04713808750000002,0.57312995,0.04713808750000002,平
855,21,86,0.5688855625,0.5688855625,0.5688855625,1.4071656625000002,平
655,14,106,0.5864246249999997,0.5864246249999997,0.5864246249999997,1.4940219750000003,平
781,18,79,0.5703984000000003,0.5703984000000003,0.5703984000000003,0.8267923500000001,平
776,14,72,0.7186602875000001,0.7186602875000001,0.7186602875000001,0.9372498374999999,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.60086380375,0.8510114475,0.5708195875,0.49990670374999996,0.49990670374999996
策略1胜于策略2:0
策略1平于策略2:8
策略1负于策略2:2
