qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
725,18,88,0.6724256874999999,0.6724256874999999,0.6724256874999999,1.0999931749999996,平
409,2,2,0.02176758750000001,0.02176758750000001,0.5868361999999998,0.02176758750000001,平
319,8,37,0.44211846249999975,0.44211846249999975,0.6331563125,0.44211846249999975,平
344,10,61,0.8294170999999999,0.8294170999999999,0.6593074125000001,0.8294170999999999,平
497,13,60,0.5980246375,0.9469254875000004,0.5980246375,0.9469254875000004,胜
414,11,86,0.7143249874999997,1.4843785500000002,0.7143249874999997,1.4843785500000002,胜
745,12,29,0.6746066624999998,0.6746066624999998,0.6746066624999998,0.36565948750000016,平
240,5,36,0.4097183125,0.4097183125,0.7337991500000001,0.4097183125,平
780,15,24,0.6007456499999998,0.6007456499999998,0.6007456499999998,0.5435951375,平
17,1,1,0.025552287499999993,0.025552287499999993,0.6654602,0.025552287499999993,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.6538686899999999,0.61691255875,0.4988701374999998,0.6107655787499999,0.44524939999999996
策略1胜于策略2:2
策略1平于策略2:8
策略1负于策略2:0
