qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
986,18,62,0.6020072125000001,0.6020072125000001,0.6020072125000001,0.9297872750000004,平
547,13,56,0.8754218875000003,0.8754218875000003,0.8754218875000003,1.1725659625000002,平
649,11,56,0.7119622499999999,0.7119622499999999,0.7119622499999999,1.0118379124999997,平
933,17,85,0.6284308125000001,0.6284308125000001,0.6284308125000001,1.5762170375000004,平
402,6,40,0.3854758249999999,0.3854758249999999,0.6597457499999999,0.3854758249999999,平
675,13,77,0.606182175,0.606182175,0.606182175,1.3233028374999998,平
798,17,41,0.662605625,0.662605625,0.662605625,0.7597363625,平
339,4,4,0.09206305000000001,0.09206305000000001,0.6777926374999999,0.09206305000000001,平
42,0,0,0.0010318250000000016,0.0010318250000000016,0.6095072000000001,0.0010318250000000016,平
535,12,58,0.603562775,0.603562775,0.603562775,1.2529808124999997,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.6637218325,0.85049989,0.5168743437500001,0.5168743437500001,0.5168743437500001
策略1胜于策略2:0
策略1平于策略2:10
策略1负于策略2:0
