qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
374,6,14,0.36714017499999985,0.36714017499999985,0.5801808875,0.36714017499999985,平
284,3,16,0.1735844124999999,0.1735844124999999,0.5815387,0.1735844124999999,平
793,17,43,0.5732314625000001,0.5732314625000001,0.5732314625000001,0.60324745,平
973,23,59,0.5745037374999998,0.5745037374999998,0.5745037374999998,0.9391207374999997,平
591,13,15,0.5768291374999999,0.5768291374999999,0.5768291374999999,0.24770197499999996,平
618,7,27,0.3071884999999999,0.6002538000000002,0.6002538000000002,0.3071884999999999,胜
980,21,53,0.5812553624999999,0.5812553624999999,0.5812553624999999,0.9479411874999994,平
59,2,23,0.178833875,0.178833875,0.5804053999999998,0.178833875,平
643,11,54,0.5706068374999999,0.5706068374999999,0.5706068374999999,1.1184784625000002,平
618,17,100,0.6352732875000001,0.6352732875000001,0.6352732875000001,1.4070427375,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.58540786125,0.62902795125,0.45384467875,0.48315120875,0.4209319625
策略1胜于策略2:1
策略1平于策略2:9
策略1负于策略2:0
