qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
925,15,65,0.5892043125,0.5892043125,0.5892043125,0.9479412125000002,平
745,13,65,0.6051879125000001,0.6051879125000001,0.6051879125000001,0.9768932874999997,平
111,0,0,0.002132875000000001,0.002132875000000001,0.5907278624999999,0.002132875000000001,平
44,1,1,0.02775467499999998,0.02775467499999998,0.608956575,0.02775467499999998,平
109,2,23,0.4554826125000001,0.4554826125000001,0.5870232875,0.4554826125000001,平
4,0,0,3.9027500000000053E-4,3.9027500000000053E-4,0.6956525875000004,3.9027500000000053E-4,平
932,16,54,0.5968165750000001,0.5968165750000001,0.5968165750000001,0.6334932374999999,平
240,3,24,0.24810279999999998,0.24810279999999998,0.6027182375000001,0.24810279999999998,平
369,8,37,0.7511405374999999,0.7511405374999999,0.6007617000000003,0.7511405374999999,平
524,7,34,0.3612866124999998,0.5970624500000001,0.5970624500000001,0.3612866124999998,胜
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.6074111500000001,0.4404618124999999,0.36374991875,0.38732750250000003,0.34871203500000003
策略1胜于策略2:1
策略1平于策略2:9
策略1负于策略2:0
