qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
556,8,11,0.15011152499999997,0.6341507250000002,0.6341507250000002,0.15011152499999997,胜
871,14,20,0.5866063125000004,0.5866063125000004,0.5866063125000004,0.356652,平
833,19,69,0.5690726125,0.5690726125,0.5690726125,1.0011091625,平
477,9,42,0.6941984999999998,0.6941984999999998,0.5998849875,0.6941984999999998,平
419,5,49,1.0683683375000004,1.0683683375000004,0.59565655,1.0683683375000004,平
16,1,1,0.0118727625,0.0118727625,0.5920963874999999,0.0118727625,平
51,1,1,0.022612125,0.022612125,0.5824314124999999,0.022612125,平
887,16,90,0.5782778125000001,0.5782778125000001,0.5782778125000001,1.7194914124999996,平
728,10,25,0.5578145750000002,0.5793683874999997,0.5793683874999997,0.5578145750000002,胜
94,1,1,0.00865468749999999,0.00865468749999999,0.5773477125,0.00865468749999999,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.5894892899999999,0.55908850875,0.42475892500000006,0.47531822625000003,0.34506096375000006
策略1胜于策略2:2
策略1平于策略2:8
策略1负于策略2:0
