qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
904,23,73,0.5956779374999999,0.5956779374999999,0.5956779374999999,0.8787415124999999,平
519,9,15,0.25820622499999984,0.5862267749999999,0.5862267749999999,0.25820622499999984,胜
200,1,1,0.03593888749999999,0.03593888749999999,0.5872959499999998,0.03593888749999999,平
837,18,63,0.5870446875000002,0.5870446875000002,0.5870446875000002,1.3259329625,平
511,3,7,0.103411925,0.59386045,0.59386045,0.103411925,胜
420,6,22,0.5646143125,0.5646143125,0.6376413500000002,0.5646143125,平
47,0,0,0.0011546375000000015,0.0011546375000000015,0.5903857999999997,0.0011546375000000015,平
571,7,50,0.4478703624999999,0.5965867749999999,0.5965867749999999,0.4478703624999999,胜
732,12,57,0.5698102375000001,0.5698102375000001,0.5698102375000001,0.6816897000000001,平
946,16,85,0.5778609,0.5778609,0.5778609,1.246715625,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.59223908625,0.554427615,0.37415901125,0.47087756000000003,0.37415901125
策略1胜于策略2:3
策略1平于策略2:7
策略1负于策略2:0
