qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
162,1,11,0.13313377499999995,0.13313377499999995,0.604995475,0.13313377499999995,平
662,10,18,0.28860698749999986,0.6764081375,0.6764081375,0.28860698749999986,胜
898,21,61,0.5879053500000001,0.5879053500000001,0.5879053500000001,1.0804066875000005,平
505,7,24,0.26536937499999996,0.7003514125000001,0.7003514125000001,0.26536937499999996,胜
463,9,25,0.5017386124999998,0.5017386124999998,0.5997781124999999,0.5017386124999998,平
789,11,33,0.5965760875,0.5965760875,0.5965760875,0.3589399000000001,平
136,2,18,0.3642534875,0.3642534875,0.6254692874999999,0.3642534875,平
886,18,61,0.5929623374999998,0.5929623374999998,0.5929623374999998,0.8918062625,平
908,18,59,0.5917434749999997,0.5917434749999997,0.5917434749999997,0.8789285875000002,平
661,11,55,0.595522975,0.595522975,0.595522975,0.7161264750000002,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.6171712649999999,0.5479310150000001,0.45178124624999993,0.5340595649999998,0.42801762749999994
策略1胜于策略2:2
策略1平于策略2:8
策略1负于策略2:0
