qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
82,3,6,0.08296472499999998,0.08296472499999998,0.5788497749999997,0.08296472499999998,平
645,3,3,0.05507641249999997,0.5752895249999999,0.5752895249999999,0.05507641249999997,胜
14,0,0,5.879750000000008E-4,5.879750000000008E-4,0.587172925,5.879750000000008E-4,平
184,0,0,0.0028652749999999974,0.0028652749999999974,0.5921872625000002,0.0028652749999999974,平
709,15,102,0.5717881000000002,0.5717881000000002,0.5717881000000002,1.3736698499999995,平
137,0,0,0.002287987500000004,0.002287987500000004,0.5740974875000002,0.002287987500000004,平
900,11,69,0.6297351624999997,0.6297351624999997,0.6297351624999997,1.008288425,平
426,4,34,0.6907665875,0.6907665875,0.6735695874999997,0.6907665875,平
640,20,77,0.5704196500000001,0.5704196500000001,0.5704196500000001,1.5475375375000004,平
372,3,34,0.7321046374999999,0.7321046374999999,0.5763641125,0.7321046374999999,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.5929473587499999,0.54961494125,0.33385965124999994,0.3858809624999999,0.3165658987499999
策略1胜于策略2:1
策略1平于策略2:9
策略1负于策略2:0
