qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
747,21,56,0.66524645,0.66524645,0.66524645,0.6528497624999997,平
933,24,100,0.6221657625000001,0.6221657625000001,0.6221657625000001,1.2814998000000002,平
473,10,35,0.5561307999999998,0.5561307999999998,0.6274580000000002,0.5561307999999998,平
89,1,1,0.023055912499999998,0.023055912499999998,0.6128537124999999,0.023055912499999998,平
332,6,9,0.12005291250000001,0.12005291250000001,0.6521174875000001,0.12005291250000001,平
902,19,83,0.6593234249999999,0.6593234249999999,0.6593234249999999,1.3158724999999996,平
915,15,64,0.5852646250000002,0.5852646250000002,0.5852646250000002,1.1712509125000001,平
97,3,10,0.1008566125,0.1008566125,0.6389671625,0.1008566125,平
445,7,24,0.46320704999999984,0.46320704999999984,0.5773957625,0.46320704999999984,平
915,21,54,0.5817205750000002,0.5817205750000002,0.5817205750000002,0.9483688874999998,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.6222512962500001,0.6633145149999999,0.4377024125,0.4377024125,0.43646274374999994
策略1胜于策略2:0
策略1平于策略2:10
策略1负于策略2:0
