qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
548,9,18,0.2707204124999999,0.5883116250000002,0.5883116250000002,0.2707204124999999,胜
621,15,96,0.5730603625000001,0.5730603625000001,0.5730603625000001,1.7441723624999999,平
841,16,86,0.5790049125000001,0.5790049125000001,0.5790049125000001,1.41979745,平
524,11,95,0.5733544875000001,0.5733544875000001,0.5733544875000001,1.3833454624999997,平
419,9,20,0.2202573375000001,0.2202573375000001,0.7279083375,0.2202573375000001,平
612,9,34,0.6095125625,0.5795715250000002,0.5795715250000002,0.6095125625,负
124,2,32,0.264027675,0.264027675,0.571173425,0.264027675,平
177,8,38,0.6912424124999996,0.6912424124999996,0.5661913000000001,0.6912424124999996,平
676,10,47,0.4666122874999997,0.5701042999999999,0.5701042999999999,0.4666122874999997,胜
538,15,79,0.5668221375,0.5668221375,0.5668221375,1.0763065250000001,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.5895502412500001,0.8145994487499999,0.48146145874999996,0.5205756775,0.46596224375000006
策略1胜于策略2:2
策略1平于策略2:7
策略1负于策略2:1
