qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
433,7,51,0.6704103,0.6704103,0.6163603500000001,0.6704103,平
271,5,34,0.6369251250000001,0.6369251250000001,0.6466488750000001,0.6369251250000001,平
241,3,3,0.0386330625,0.0386330625,0.5790796625000002,0.0386330625,平
455,5,5,0.11358461249999999,0.11358461249999999,0.5929035250000002,0.11358461249999999,平
20,0,0,7.164125000000011E-4,7.164125000000011E-4,0.5923743250000002,7.164125000000011E-4,平
816,12,29,0.61347895,0.61347895,0.61347895,0.32984883749999994,平
28,0,0,9.407625000000018E-4,9.407625000000018E-4,0.6385394875000001,9.407625000000018E-4,平
160,5,38,0.8313735875000002,0.8313735875000002,0.6032741125,0.8313735875000002,平
179,4,34,0.4472128625000001,0.4472128625000001,0.5708367374999999,0.4472128625000001,平
925,19,88,0.6175043499999999,0.6175043499999999,0.6175043499999999,1.3867880375000006,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.6071000375000001,0.44564336000000015,0.3970780025000001,0.3970780025000001,0.34050004875
策略1胜于策略2:0
策略1平于策略2:10
策略1负于策略2:0
