qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
46,1,28,0.6196693375000002,0.6196693375000002,0.6008152000000001,0.6196693375000002,平
103,2,5,0.04003906250000002,0.04003906250000002,0.7190933125000002,0.04003906250000002,平
360,5,11,0.13087788749999996,0.13087788749999996,0.6044875874999999,0.13087788749999996,平
359,6,6,0.14740663750000008,0.14740663750000008,0.5999918374999998,0.14740663750000008,平
127,3,9,0.16880532500000003,0.16880532500000003,0.6030710125000001,0.16880532500000003,平
696,15,61,0.5766367625,0.5766367625,0.5766367625,1.1454367125,平
375,6,16,0.36916633749999994,0.36916633749999994,0.5982973249999999,0.36916633749999994,平
51,1,2,0.057096987499999974,0.057096987499999974,0.5911288125000002,0.057096987499999974,平
487,6,13,0.2503908875000001,0.2503908875000001,0.599756725,0.2503908875000001,平
40,0,0,9.515000000000018E-4,9.515000000000018E-4,0.6611570124999998,9.515000000000018E-4,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.6154435587499999,0.29298406750000006,0.23610407250000004,0.23610407250000004,0.23421865875000006
策略1胜于策略2:0
策略1平于策略2:10
策略1负于策略2:0
