qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
81,0,0,0.0016518750000000016,0.0016518750000000016,0.6136341125000001,0.0016518750000000016,平
95,2,20,0.1695216375,0.1695216375,0.579865525,0.1695216375,平
621,10,25,0.3728065125000001,0.6161838625000002,0.6161838625000002,0.3728065125000001,胜
194,5,25,0.23432174999999988,0.23432174999999988,0.7109732625,0.23432174999999988,平
658,10,36,0.668534125,0.6528390625000001,0.6528390625000001,0.668534125,负
421,8,31,0.510628425,0.510628425,0.5921177249999999,0.510628425,平
474,5,19,0.19506861250000002,0.19506861250000002,0.5874296124999999,0.19506861250000002,平
17,0,0,7.26925000000001E-4,7.26925000000001E-4,0.575562225,7.26925000000001E-4,平
863,13,42,0.6118272500000002,0.6118272500000002,0.6118272500000002,0.8817778625000001,平
40,0,0,0.0010208875000000017,0.0010208875000000017,0.6109773249999997,0.0010208875000000017,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.61514099625,0.30360586125000005,0.27661080000000005,0.2993790287500001,0.2750412937500001
策略1胜于策略2:1
策略1平于策略2:8
策略1负于策略2:1
