第1组
serv1574082977,216.0
serv322664277,132.0
serv1435218511,110.0
serv2122986741,322.0
serv1921244142,147.0
serv2127902335,14.0

第2组
serv119283134,6.0
serv1225283306,482.0
serv945915830,383.0
serv1362509228,208.0
serv674740998,407.0
serv258147600,303.0
serv1293076995,252.0
serv1640238160,384.0
serv1846896353,320.0
serv1504650744,492.0
serv464805793,399.0
serv1435218511,136.0
serv48212395,356.0
serv1296354045,175.0
serv1046273922,106.0

第3组
serv466444299,33.0
serv2040036168,515.0
serv116006084,483.0
serv1362509228,184.0
serv1225283306,493.0
serv2053554508,155.0
serv256509094,410.0
serv1643515210,466.0
serv322664277,139.0
serv51489445,44.0

第4组
serv883037697,86.0
serv1291438489,286.0
serv1777464120,419.0
serv1917967092,474.0
serv2056831558,326.0
serv1157489579,488.0
serv2060108608,54.0
serv1436857055,444.0
serv233363609,401.0
serv1084780296,267.0

第5组
serv1154212529,392.0
serv1989037869,268.0
serv233363609,393.0
serv187076861,299.0
serv2055193052,359.0
serv1436857055,422.0
serv1360870722,122.0
serv1084780296,284.0
serv671463948,495.0

第6组
serv1084780296,292.0
serv1089695890,215.0
serv1985760819,145.0
serv1015348063,177.0
serv1159128123,197.0
serv808689908,447.0
serv671463948,477.0
serv1364147772,504.0
serv603670259,68.0
serv674740998,393.0
serv742534725,136.0
serv1020263657,363.0
serv48212395,343.0
serv1919605636,163.0

第7组
serv1084780296,285.0
serv1569167421,451.0
serv1457337543,222.0
serv1782379676,189.0
serv1102597955,405.0
serv120921678,261.0
serv532599482,142.0
serv881399191,35.0
serv1296354045,183.0
serv45549528,205.0

第8组
serv1296354045,157.0
serv45549528,203.0
serv1457337543,207.0
serv1569167421,449.0
serv1506289288,189.0

第9组
serv1780741170,354.0
serv48212395,370.0
serv1364147772,500.0
serv1779102626,428.0
serv742534725,132.0
serv740896181,389.0
serv2055193052,338.0
serv1155851073,76.0
serv2040036168,505.0
serv813605464,261.0
serv1782379676,186.0
serv188715367,184.0

第10组
serv1570805927,218.0
serv1850173403,22.0
serv464805793,384.0
serv44935345,100.0
serv1102597955,431.0
serv183799811,453.0
serv530960976,68.0
serv1430302955,204.0
serv1935170568,77.0
serv744173231,474.0

