第1组
serv461528743,423.0
serv1782379676,163.0
serv119283134,28.0
serv1225283306,482.0
serv673102492,175.0
serv1711308937,353.0
serv120921678,248.0

第2组
serv1365786278,377.0
serv1985760819,196.0
serv114367578,480.0
serv253232044,50.0
serv879760647,8.0
serv534238026,124.0
serv44935345,89.0
serv811966958,1.0
serv1989037869,280.0
serv1503012238,109.0

第3组
serv674740998,378.0
serv740896181,409.0
serv2040036168,519.0
serv1070647773,77.0

第4组
serv397012066,120.0
serv1294715539,341.0
serv45549528,185.0
serv673102492,187.0
serv1503012238,113.0
serv1102597955,419.0
serv1293076995,210.0

第5组
serv185438317,436.0
serv822616296,463.0
serv2127902335,9.0
serv187076861,330.0

第6组
serv1297992589,342.0
serv744173231,517.0
serv1015348063,190.0
serv48212395,360.0
serv185438317,435.0
serv1046273922,131.0
serv1708031887,26.0
serv671463948,495.0
serv1499735188,191.0
serv119283134,56.0
serv183799811,431.0
serv1709670393,14.0
serv44935345,82.0
serv397012066,97.0
serv325941327,424.0
serv1919605636,212.0

第7组
serv1016986607,289.0
serv1572444471,168.0
serv1360870722,134.0
serv1569167421,507.0
serv949192880,224.0
serv256509094,411.0
serv2126263791,468.0
serv737619131,467.0
serv2058470102,218.0
serv395373560,338.0
serv1846896353,312.0
serv154306361,53.0
serv1086418840,290.0

第8组
serv48212395,344.0
serv325941327,412.0
serv744173231,473.0
serv605308765,282.0
serv1916328586,80.0
serv878122141,210.0
serv534238026,108.0
serv1499735188,206.0
serv1641876704,343.0
serv1921244142,125.0
serv1018625113,432.0
serv51489445,41.0
serv322664277,179.0
serv1367424822,464.0
serv1506289288,224.0
serv881399191,49.0
serv114367578,480.0
serv1226921812,227.0
serv1228560356,36.0
serv1780741170,328.0
serv668186898,459.0

第9组
serv48212395,372.0
serv1708031887,32.0
serv187076861,292.0

第10组
serv1291438489,287.0
serv44935345,103.0
serv2040036168,462.0
serv258147600,285.0
serv188715367,196.0
serv949192880,198.0
serv1070647773,90.0
serv813605464,287.0

