qos改变了的服务个数,实际需要更新的ws(count==0):的个数,PQ队列的最大长度,策略1(10),策略2(500),重查,连续查询,结果
274,2,2,0.0319243375,0.0319243375,0.5829766125000002,0.0319243375,平
200,6,25,0.25419692499999996,0.25419692499999996,0.6086946499999997,0.25419692499999996,平
80,3,3,0.056321937499999995,0.056321937499999995,0.62636745,0.056321937499999995,平
469,6,22,0.1699707125,0.1699707125,0.6339903249999999,0.1699707125,平
952,23,109,0.5846765625000001,0.5846765625000001,0.5846765625000001,1.8092290874999997,平
434,9,24,0.3961190249999999,0.3961190249999999,0.678241725,0.3961190249999999,平
602,15,102,0.6008098375,0.6008098375,0.6008098375,1.3670838374999996,平
342,6,16,0.37210629999999983,0.37210629999999983,0.5898352500000001,0.37210629999999983,平
683,19,70,0.5815386499999999,0.5815386499999999,0.5815386499999999,0.8506981749999998,平
653,13,77,0.6689295,0.6689295,0.6689295,1.4700895000000005,平
重查平均时间,连续查询平均时间,策略1平均时间,策略2平均时间,最佳策略平均时间
0.6156060562500001,0.67777398375,0.37165937875,0.37165937875,0.37165937875
策略1胜于策略2:0
策略1平于策略2:10
策略1负于策略2:0
