0,0.9043446956955528,3508
1,0.9061434306331478,5370
2,0.9148032799738193,5730
3,0.9311357008632727,5734
4,0.9479645094631828,5812
5,0.9685263509656272,5877
6,0.9871715361876093,5810
7,1.0057205939894436,5873
8,1.0279837971171852,5871
9,1.0444455610875143,5885
10,1.0600827312140007,5729
11,1.0765283241917925,5506
12,1.0923762358765017,5328
13,1.1049063425841394,4932
14,1.1134211884328347,4556
15,1.1227163810440204,4157
16,1.1326682846975102,3372
17,1.13742823844538,2856
18,1.1411658995276939,2329
19,1.1422549542807212,1717
20,1.1490899426470595,1360
21,1.15197357374591,917
22,1.1513553445024078,623
23,1.1539380945378168,476
24,1.1539599065743944,289
25,1.1667828491935481,155
26,1.1520999018691584,107
27,1.161763646551724,58
28,1.1390074583333332,30
29,1.202300580882353,17
30,1.1206985555555553,9
31,1.1181239375,2
32,1.1030438,5
